ProductKey,ProductName,CategoryName,SubcategoryName,ProductCost,ProductPrice,Profit,ProductColor,ProductSize,ProductStyle
586,"Touring-3000 Blue, 50",Bikes,Touring Bikes,461.4448,742.35,280.90520000000004,Blue,50,U
587,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,419.7784,769.49,349.71160000000003,Silver,38,W
588,"Mountain-400-W Silver, 40",Bikes,Mountain Bikes,419.7784,769.49,349.71160000000003,Silver,40,W
589,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,419.7784,769.49,349.71160000000003,Silver,42,W
590,"Mountain-400-W Silver, 46",Bikes,Mountain Bikes,419.7784,769.49,349.71160000000003,Silver,46,W
591,"Mountain-500 Silver, 40",Bikes,Mountain Bikes,308.2179,564.99,256.7721,Silver,40,U
592,"Mountain-500 Silver, 42",Bikes,Mountain Bikes,308.2179,564.99,256.7721,Silver,42,U
593,"Mountain-500 Silver, 44",Bikes,Mountain Bikes,308.2179,564.99,256.7721,Silver,44,U
594,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,308.2179,564.99,256.7721,Silver,48,U
595,"Mountain-500 Silver, 52",Bikes,Mountain Bikes,308.2179,564.99,256.7721,Silver,52,U
596,"Mountain-500 Black, 40",Bikes,Mountain Bikes,294.5797,539.99,245.4103,Black,40,U
597,"Mountain-500 Black, 42",Bikes,Mountain Bikes,294.5797,539.99,245.4103,Black,42,U
598,"Mountain-500 Black, 44",Bikes,Mountain Bikes,294.5797,539.99,245.4103,Black,44,U
599,"Mountain-500 Black, 48",Bikes,Mountain Bikes,294.5797,539.99,245.4103,Black,48,U
600,"Mountain-500 Black, 52",Bikes,Mountain Bikes,294.5797,539.99,245.4103,Black,52,U
601,LL Bottom Bracket,Components,Bottom Brackets,23.9716,53.99,30.018400000000003,Unknown,0,0
602,ML Bottom Bracket,Components,Bottom Brackets,44.9506,101.24,56.28939999999999,Unknown,0,0
603,HL Bottom Bracket,Components,Bottom Brackets,53.9416,121.49,67.54839999999999,Unknown,0,0
604,"Road-750 Black, 44",Bikes,Road Bikes,343.6496,539.99,196.3404,Black,44,U
605,"Road-750 Black, 48",Bikes,Road Bikes,343.6496,539.99,196.3404,Black,48,U
606,"Road-750 Black, 52",Bikes,Road Bikes,343.6496,539.99,196.3404,Black,52,U
