SalesKey,OrderDate,OrderNumber,OrderLineItem,ProductKey,CustomerKey,TerritoryKey,OrderQuantity
SO52805-2,2016-08-19,SO52805,2,215,16477,1,1
SO52838-2,2016-08-19,SO52838,2,229,19432,8,1
SO52838-1,2016-08-19,SO52838,1,387,19432,8,1
SO52831-2,2016-08-19,SO52831,2,538,26673,9,3
SO52831-3,2016-08-19,SO52831,3,480,26673,9,2
SO52831-4,2016-08-19,SO52831,4,486,26673,9,1
SO52831-1,2016-08-19,SO52831,1,604,26673,9,1
SO52822-2,2016-08-19,SO52822,2,528,11650,4,2
SO52822-3,2016-08-19,SO52822,3,220,11650,4,1
SO52822-1,2016-08-19,SO52822,1,537,11650,4,1
SO52819-2,2016-08-19,SO52819,2,529,12503,10,3
SO52819-1,2016-08-19,SO52819,1,538,12503,10,2
SO52833-3,2016-08-19,SO52833,3,477,21650,4,2
SO52833-2,2016-08-19,SO52833,2,479,21650,4,2
SO52833-1,2016-08-19,SO52833,1,605,21650,4,1
SO52792-1,2016-08-19,SO52792,1,535,25890,4,2
SO52781-1,2016-08-19,SO52781,1,536,16627,9,3
SO52784-1,2016-08-19,SO52784,1,358,11398,10,1
SO52779-3,2016-08-19,SO52779,3,480,15125,9,3
SO52779-1,2016-08-19,SO52779,1,529,15125,9,2
SO52779-2,2016-08-19,SO52779,2,539,15125,9,2
SO52791-1,2016-08-19,SO52791,1,535,11711,6,3
SO52791-2,2016-08-19,SO52791,2,480,11711,6,2
SO52834-3,2016-08-19,SO52834,3,479,16221,1,2
SO52834-4,2016-08-19,SO52834,4,215,16221,1,1
SO52834-2,2016-08-19,SO52834,2,477,16221,1,1
SO52834-1,2016-08-19,SO52834,1,606,16221,1,1
SO52800-3,2016-08-19,SO52800,3,462,19241,4,2
SO52800-1,2016-08-19,SO52800,1,474,19241,4,1
SO52800-2,2016-08-19,SO52800,2,488,19241,4,1
SO52818-1,2016-08-19,SO52818,1,223,25521,8,2
SO52818-2,2016-08-19,SO52818,2,538,25521,8,2
SO52801-2,2016-08-19,SO52801,2,220,17554,1,1
SO52801-1,2016-08-19,SO52801,1,477,17554,1,1
SO52780-3,2016-08-19,SO52780,3,480,15217,9,2
SO52780-2,2016-08-19,SO52780,2,529,15217,9,2
SO52780-1,2016-08-19,SO52780,1,539,15217,9,2
SO52789-3,2016-08-19,SO52789,3,466,11078,6,2
SO52789-1,2016-08-19,SO52789,1,530,11078,6,2
SO52789-2,2016-08-19,SO52789,2,214,11078,6,1
SO52797-1,2016-08-19,SO52797,1,474,12530,6,1
SO52797-2,2016-08-19,SO52797,2,489,12530,6,1
SO52817-1,2016-08-19,SO52817,1,477,19185,7,3
SO52817-2,2016-08-19,SO52817,2,488,19185,7,1
SO52793-2,2016-08-19,SO52793,2,528,11922,6,2
SO52793-1,2016-08-19,SO52793,1,536,11922,6,2
SO52813-1,2016-08-19,SO52813,1,529,27815,10,2
SO52813-2,2016-08-19,SO52813,2,538,27815,10,2
SO52813-3,2016-08-19,SO52813,3,220,27815,10,1
SO52813-4,2016-08-19,SO52813,4,226,27815,10,1
SO52820-2,2016-08-19,SO52820,2,480,25672,7,2
SO52820-1,2016-08-19,SO52820,1,530,25672,7,2
SO52810-1,2016-08-19,SO52810,1,535,16441,8,1
SO52825-1,2016-08-19,SO52825,1,352,11826,4,1
SO52839-2,2016-08-19,SO52839,2,223,25675,10,2
SO52839-1,2016-08-19,SO52839,1,584,25675,10,1
SO52788-2,2016-08-19,SO52788,2,480,29248,1,2
SO52788-1,2016-08-19,SO52788,1,539,29248,1,1
SO52803-1,2016-08-19,SO52803,1,477,17035,1,2
SO52803-2,2016-08-19,SO52803,2,489,17035,1,1
SO52823-3,2016-08-19,SO52823,3,480,11819,1,2
SO52823-1,2016-08-19,SO52823,1,528,11819,1,2
SO52823-2,2016-08-19,SO52823,2,537,11819,1,1
SO52806-1,2016-08-19,SO52806,1,477,29214,6,2
SO52806-2,2016-08-19,SO52806,2,487,29214,6,1
SO52802-1,2016-08-19,SO52802,1,477,18751,4,2
SO52802-2,2016-08-19,SO52802,2,214,18751,4,1
SO52804-1,2016-08-19,SO52804,1,477,16877,1,2
SO52804-2,2016-08-19,SO52804,2,214,16877,1,1
SO52814-2,2016-08-19,SO52814,2,529,27837,10,3
SO52814-1,2016-08-19,SO52814,1,538,27837,10,2
SO52814-3,2016-08-19,SO52814,3,220,27837,10,1
SO52790-2,2016-08-19,SO52790,2,529,26736,4,2
SO52790-1,2016-08-19,SO52790,1,538,26736,4,2
SO52815-2,2016-08-19,SO52815,2,223,21070,7,3
SO52815-1,2016-08-19,SO52815,1,538,21070,7,1
SO52824-1,2016-08-19,SO52824,1,485,13341,4,2
SO52824-2,2016-08-19,SO52824,2,483,13341,4,1
SO52828-2,2016-08-19,SO52828,2,485,11523,6,2
SO52828-3,2016-08-19,SO52828,3,215,11523,6,1
SO52828-1,2016-08-19,SO52828,1,352,11523,6,1
SO52796-2,2016-08-19,SO52796,2,477,21459,4,2
SO52796-1,2016-08-19,SO52796,1,478,21459,4,2
SO52807-3,2016-08-19,SO52807,3,462,21252,6,2
SO52807-1,2016-08-19,SO52807,1,528,21252,6,2
SO52807-2,2016-08-19,SO52807,2,220,21252,6,1
SO52783-2,2016-08-19,SO52783,2,223,15137,9,2
SO52783-1,2016-08-19,SO52783,1,220,15137,9,1
SO52783-3,2016-08-19,SO52783,3,490,15137,9,1
SO52816-1,2016-08-19,SO52816,1,529,20146,7,2
SO52795-4,2016-08-19,SO52795,4,482,22970,1,2
SO52795-1,2016-08-19,SO52795,1,536,22970,1,2
SO52795-3,2016-08-19,SO52795,3,220,22970,1,1
SO52795-2,2016-08-19,SO52795,2,528,22970,1,1
SO52840-2,2016-08-19,SO52840,2,214,24083,7,1
SO52840-1,2016-08-19,SO52840,1,564,24083,7,1
SO52785-3,2016-08-19,SO52785,3,529,19448,10,2
SO52785-1,2016-08-19,SO52785,1,375,19448,10,1
SO52785-4,2016-08-19,SO52785,4,471,19448,10,1
SO52785-2,2016-08-19,SO52785,2,540,19448,10,1
SO52811-1,2016-08-19,SO52811,1,540,28391,7,1
SO52786-1,2016-08-19,SO52786,1,480,11637,4,1
SO52798-2,2016-08-19,SO52798,2,232,20378,1,1
SO52798-1,2016-08-19,SO52798,1,474,20378,1,1
SO52826-5,2016-08-19,SO52826,5,223,11647,6,2
SO52826-4,2016-08-19,SO52826,4,477,11647,6,2
SO52826-3,2016-08-19,SO52826,3,478,11647,6,2
SO52826-2,2016-08-19,SO52826,2,485,11647,6,2
SO52826-1,2016-08-19,SO52826,1,356,11647,6,1
SO52832-2,2016-08-19,SO52832,2,223,29247,6,3
SO52832-3,2016-08-19,SO52832,3,489,29247,6,1
SO52832-1,2016-08-19,SO52832,1,573,29247,6,1
SO52827-3,2016-08-19,SO52827,3,528,11663,1,2
SO52827-4,2016-08-19,SO52827,4,215,11663,1,1
SO52827-1,2016-08-19,SO52827,1,358,11663,1,1
SO52827-2,2016-08-19,SO52827,2,537,11663,1,1
SO52808-1,2016-08-19,SO52808,1,528,22143,6,2
SO52808-2,2016-08-19,SO52808,2,220,22143,6,1
SO52782-3,2016-08-19,SO52782,3,484,26543,9,3
SO52782-2,2016-08-19,SO52782,2,480,26543,9,2
SO52782-1,2016-08-19,SO52782,1,529,26543,9,2
SO52821-2,2016-08-19,SO52821,2,480,16593,10,2
SO52821-1,2016-08-19,SO52821,1,530,16593,10,2
SO52830-2,2016-08-19,SO52830,2,479,28327,9,3
SO52830-3,2016-08-19,SO52830,3,223,28327,9,2
SO52830-4,2016-08-19,SO52830,4,477,28327,9,2
SO52830-1,2016-08-19,SO52830,1,575,28327,9,1
SO52794-2,2016-08-19,SO52794,2,226,23801,1,1
SO52794-1,2016-08-19,SO52794,1,540,23801,1,1
SO52809-3,2016-08-19,SO52809,3,477,13485,4,2
SO52809-2,2016-08-19,SO52809,2,478,13485,4,2
SO52809-1,2016-08-19,SO52809,1,485,13485,4,2
SO52799-1,2016-08-19,SO52799,1,477,18111,4,2
SO52787-2,2016-08-19,SO52787,2,484,27222,4,3
SO52787-1,2016-08-19,SO52787,1,529,27222,4,2
SO52875-2,2016-08-20,SO52875,2,214,16812,4,1
SO52875-1,2016-08-20,SO52875,1,582,16812,4,1
SO52868-4,2016-08-20,SO52868,4,223,17850,7,2
SO52868-2,2016-08-20,SO52868,2,528,17850,7,2
SO52868-1,2016-08-20,SO52868,1,536,17850,7,2
SO52868-3,2016-08-20,SO52868,3,215,17850,7,1
SO52849-1,2016-08-20,SO52849,1,229,12244,9,1
SO52851-2,2016-08-20,SO52851,2,235,13667,7,1
SO52851-1,2016-08-20,SO52851,1,590,13667,7,1
SO52882-2,2016-08-20,SO52882,2,220,26873,8,1
SO52882-1,2016-08-20,SO52882,1,578,26873,8,1
SO52870-1,2016-08-20,SO52870,1,539,17994,8,2
SO52870-2,2016-08-20,SO52870,2,480,17994,8,1
SO52880-2,2016-08-20,SO52880,2,214,22646,10,1
SO52880-1,2016-08-20,SO52880,1,383,22646,10,1
SO52867-1,2016-08-20,SO52867,1,528,14845,7,3
SO52867-2,2016-08-20,SO52867,2,480,14845,7,1
SO52866-2,2016-08-20,SO52866,2,485,22097,6,2
SO52866-1,2016-08-20,SO52866,1,528,22097,6,2
SO52866-3,2016-08-20,SO52866,3,214,22097,6,1
SO52853-2,2016-08-20,SO52853,2,480,25835,4,2
SO52853-1,2016-08-20,SO52853,1,535,25835,4,2
SO52856-3,2016-08-20,SO52856,3,480,12895,6,2
SO52856-2,2016-08-20,SO52856,2,536,12895,6,2
SO52856-1,2016-08-20,SO52856,1,528,12895,6,1
SO52881-2,2016-08-20,SO52881,2,214,25615,10,1
SO52881-1,2016-08-20,SO52881,1,605,25615,10,1
SO52842-4,2016-08-20,SO52842,4,480,24612,9,2
SO52842-3,2016-08-20,SO52842,3,529,24612,9,2
SO52842-2,2016-08-20,SO52842,2,539,24612,9,2
SO52842-1,2016-08-20,SO52842,1,385,24612,9,1
SO52844-2,2016-08-20,SO52844,2,214,11998,9,1
SO52844-1,2016-08-20,SO52844,1,578,11998,9,1
SO52846-1,2016-08-20,SO52846,1,362,11382,7,1
SO52858-1,2016-08-20,SO52858,1,536,23406,1,2
SO52865-1,2016-08-20,SO52865,1,528,15742,4,2
SO52865-2,2016-08-20,SO52865,2,220,15742,4,1
SO52864-1,2016-08-20,SO52864,1,477,17016,4,2
SO52864-2,2016-08-20,SO52864,2,214,17016,4,1
SO52864-3,2016-08-20,SO52864,3,232,17016,4,1
SO52864-4,2016-08-20,SO52864,4,481,17016,4,1
SO52876-3,2016-08-20,SO52876,3,223,13856,4,2
SO52876-2,2016-08-20,SO52876,2,485,13856,4,1
SO52876-1,2016-08-20,SO52876,1,590,13856,4,1
SO52879-2,2016-08-20,SO52879,2,215,22327,1,1
SO52879-1,2016-08-20,SO52879,1,606,22327,1,1
SO52845-3,2016-08-20,SO52845,3,530,14058,9,2
SO52845-2,2016-08-20,SO52845,2,541,14058,9,2
SO52845-4,2016-08-20,SO52845,4,220,14058,9,1
SO52845-1,2016-08-20,SO52845,1,560,14058,9,1
SO52878-2,2016-08-20,SO52878,2,215,24521,1,1
SO52878-1,2016-08-20,SO52878,1,575,24521,1,1
SO52855-2,2016-08-20,SO52855,2,483,23861,1,1
SO52855-1,2016-08-20,SO52855,1,540,23861,1,1
SO52877-3,2016-08-20,SO52877,3,528,16675,9,3
SO52877-4,2016-08-20,SO52877,4,480,16675,9,2
SO52877-2,2016-08-20,SO52877,2,536,16675,9,2
SO52877-1,2016-08-20,SO52877,1,590,16675,9,1
SO52860-2,2016-08-20,SO52860,2,480,23130,4,2
SO52860-1,2016-08-20,SO52860,1,536,23130,4,2
SO52848-1,2016-08-20,SO52848,1,476,22064,9,1
SO52843-1,2016-08-20,SO52843,1,381,24614,9,1
SO52852-1,2016-08-20,SO52852,1,215,11931,4,1
SO52852-2,2016-08-20,SO52852,2,226,11931,4,1
SO52873-3,2016-08-20,SO52873,3,485,15826,6,3
SO52873-2,2016-08-20,SO52873,2,472,15826,6,1
SO52873-1,2016-08-20,SO52873,1,537,15826,6,1
SO52850-2,2016-08-20,SO52850,2,223,17082,8,1
SO52850-1,2016-08-20,SO52850,1,580,17082,8,1
SO52863-2,2016-08-20,SO52863,2,223,19010,4,2
SO52863-1,2016-08-20,SO52863,1,476,19010,4,1
SO52861-3,2016-08-20,SO52861,3,480,23046,1,2
SO52861-1,2016-08-20,SO52861,1,528,23046,1,2
SO52861-2,2016-08-20,SO52861,2,536,23046,1,2
SO52874-1,2016-08-20,SO52874,1,485,12906,1,3
SO52847-1,2016-08-20,SO52847,1,477,24469,9,2
SO52847-2,2016-08-20,SO52847,2,215,24469,9,1
SO52847-3,2016-08-20,SO52847,3,466,24469,9,1
SO52872-2,2016-08-20,SO52872,2,480,15922,10,2
SO52872-3,2016-08-20,SO52872,3,484,15922,10,2
SO52872-1,2016-08-20,SO52872,1,530,15922,10,2
SO52871-1,2016-08-20,SO52871,1,539,19392,10,2
SO52871-2,2016-08-20,SO52871,2,480,19392,10,1
SO52859-1,2016-08-20,SO52859,1,529,14633,6,2
SO52859-3,2016-08-20,SO52859,3,220,14633,6,1
SO52859-2,2016-08-20,SO52859,2,540,14633,6,1
SO52841-5,2016-08-20,SO52841,5,464,18296,9,2
SO52841-3,2016-08-20,SO52841,3,529,18296,9,2
SO52841-4,2016-08-20,SO52841,4,214,18296,9,1
SO52841-1,2016-08-20,SO52841,1,379,18296,9,1
SO52841-2,2016-08-20,SO52841,2,540,18296,9,1
SO52857-1,2016-08-20,SO52857,1,536,23140,1,2
SO52857-2,2016-08-20,SO52857,2,481,23140,1,1
SO52854-1,2016-08-20,SO52854,1,529,24297,4,3
SO52854-3,2016-08-20,SO52854,3,480,24297,4,2
SO52854-2,2016-08-20,SO52854,2,540,24297,4,1
SO52869-3,2016-08-20,SO52869,3,480,21525,10,3
SO52869-1,2016-08-20,SO52869,1,528,21525,10,2
SO52869-2,2016-08-20,SO52869,2,535,21525,10,2
SO52883-1,2016-08-21,SO52883,1,223,12046,4,1
SO52899-1,2016-08-21,SO52899,1,478,23252,4,2
SO52899-2,2016-08-21,SO52899,2,477,23252,4,1
SO52898-3,2016-08-21,SO52898,3,223,22345,4,2
SO52898-1,2016-08-21,SO52898,1,478,22345,4,2
SO52898-2,2016-08-21,SO52898,2,487,22345,4,1
SO52900-2,2016-08-21,SO52900,2,477,13318,6,2
SO52900-1,2016-08-21,SO52900,1,478,13318,6,2
SO52900-3,2016-08-21,SO52900,3,490,13318,6,1
SO52921-2,2016-08-21,SO52921,2,214,13862,4,1
SO52921-1,2016-08-21,SO52921,1,588,13862,4,1
SO52923-3,2016-08-21,SO52923,3,477,21619,4,2
SO52923-2,2016-08-21,SO52923,2,479,21619,4,2
SO52923-4,2016-08-21,SO52923,4,480,21619,4,2
SO52923-1,2016-08-21,SO52923,1,604,21619,4,1
SO52884-2,2016-08-21,SO52884,2,539,14518,9,3
SO52884-1,2016-08-21,SO52884,1,529,14518,9,2
SO52884-3,2016-08-21,SO52884,3,214,14518,9,1
SO52894-1,2016-08-21,SO52894,1,539,29249,1,1
SO52891-2,2016-08-21,SO52891,2,491,24103,8,1
SO52891-1,2016-08-21,SO52891,1,583,24103,8,1
SO52889-1,2016-08-21,SO52889,1,220,18267,9,1
SO52929-3,2016-08-21,SO52929,3,223,25640,8,2
SO52929-2,2016-08-21,SO52929,2,214,25640,8,1
SO52929-1,2016-08-21,SO52929,1,574,25640,8,1
SO52911-3,2016-08-21,SO52911,3,480,26838,7,3
SO52911-1,2016-08-21,SO52911,1,530,26838,7,2
SO52911-2,2016-08-21,SO52911,2,541,26838,7,2
SO52919-1,2016-08-21,SO52919,1,375,16232,1,1
SO52919-2,2016-08-21,SO52919,2,540,16232,1,1
SO52918-2,2016-08-21,SO52918,2,485,11865,4,2
SO52918-3,2016-08-21,SO52918,3,229,11865,4,1
SO52918-1,2016-08-21,SO52918,1,537,11865,4,1
SO52905-1,2016-08-21,SO52905,1,528,14703,8,2
SO52905-3,2016-08-21,SO52905,3,480,14703,8,1
SO52905-2,2016-08-21,SO52905,2,537,14703,8,1
SO52885-2,2016-08-21,SO52885,2,528,16611,9,2
SO52885-3,2016-08-21,SO52885,3,484,16611,9,1
SO52885-1,2016-08-21,SO52885,1,536,16611,9,1
SO52901-2,2016-08-21,SO52901,2,477,13206,6,2
SO52901-1,2016-08-21,SO52901,1,478,13206,6,2
SO52901-3,2016-08-21,SO52901,3,487,13206,6,1
SO52893-2,2016-08-21,SO52893,2,462,11507,6,2
SO52893-1,2016-08-21,SO52893,1,529,11507,6,2
SO52896-5,2016-08-21,SO52896,5,466,24429,1,2
SO52896-2,2016-08-21,SO52896,2,529,24429,1,2
SO52896-3,2016-08-21,SO52896,3,214,24429,1,1
SO52896-4,2016-08-21,SO52896,4,226,24429,1,1
SO52896-1,2016-08-21,SO52896,1,540,24429,1,1
SO52902-1,2016-08-21,SO52902,1,476,19643,1,1
SO52902-2,2016-08-21,SO52902,2,489,19643,1,1
SO52888-1,2016-08-21,SO52888,1,528,24894,9,1
SO52916-1,2016-08-21,SO52916,1,528,11950,4,2
SO52916-3,2016-08-21,SO52916,3,215,11950,4,1
SO52916-2,2016-08-21,SO52916,2,537,11950,4,1
SO52892-2,2016-08-21,SO52892,2,226,16942,7,1
SO52892-1,2016-08-21,SO52892,1,581,16942,7,1
SO52928-3,2016-08-21,SO52928,3,479,21048,7,2
SO52928-4,2016-08-21,SO52928,4,466,21048,7,1
SO52928-2,2016-08-21,SO52928,2,477,21048,7,1
SO52928-1,2016-08-21,SO52928,1,604,21048,7,1
SO52910-2,2016-08-21,SO52910,2,529,24855,8,3
SO52910-1,2016-08-21,SO52910,1,538,24855,8,2
SO52908-1,2016-08-21,SO52908,1,539,18017,8,2
SO52915-2,2016-08-21,SO52915,2,528,11884,1,2
SO52915-3,2016-08-21,SO52915,3,214,11884,1,1
SO52915-1,2016-08-21,SO52915,1,537,11884,1,1
SO52897-3,2016-08-21,SO52897,3,480,23109,1,2
SO52897-2,2016-08-21,SO52897,2,528,23109,1,2
SO52897-1,2016-08-21,SO52897,1,536,23109,1,2
SO52895-2,2016-08-21,SO52895,2,528,26493,1,3
SO52895-1,2016-08-21,SO52895,1,535,26493,1,2
SO52895-3,2016-08-21,SO52895,3,215,26493,1,1
SO52926-2,2016-08-21,SO52926,2,479,21024,7,3
SO52926-3,2016-08-21,SO52926,3,477,21024,7,2
SO52926-4,2016-08-21,SO52926,4,482,21024,7,2
SO52926-1,2016-08-21,SO52926,1,584,21024,7,1
SO52903-1,2016-08-21,SO52903,1,477,16802,1,2
SO52903-2,2016-08-21,SO52903,2,482,16802,1,2
SO52890-2,2016-08-21,SO52890,2,490,24206,8,1
SO52890-1,2016-08-21,SO52890,1,580,24206,8,1
SO52909-1,2016-08-21,SO52909,1,529,25788,8,3
SO52909-2,2016-08-21,SO52909,2,538,25788,8,2
SO52909-3,2016-08-21,SO52909,3,215,25788,8,1
SO52917-1,2016-08-21,SO52917,1,485,17657,6,2
SO52917-2,2016-08-21,SO52917,2,490,17657,6,1
SO52906-2,2016-08-21,SO52906,2,528,17806,8,3
SO52906-1,2016-08-21,SO52906,1,535,17806,8,2
SO52906-3,2016-08-21,SO52906,3,220,17806,8,1
SO52914-1,2016-08-21,SO52914,1,528,11882,1,2
SO52914-2,2016-08-21,SO52914,2,537,11882,1,1
SO52927-1,2016-08-21,SO52927,1,606,25646,10,1
SO52886-1,2016-08-21,SO52886,1,485,16927,9,2
SO52886-2,2016-08-21,SO52886,2,482,16927,9,1
SO52922-2,2016-08-21,SO52922,2,528,12071,4,2
SO52922-4,2016-08-21,SO52922,4,220,12071,4,1
SO52922-1,2016-08-21,SO52922,1,352,12071,4,1
SO52922-3,2016-08-21,SO52922,3,537,12071,4,1
SO52912-3,2016-08-21,SO52912,3,485,11023,4,2
SO52912-2,2016-08-21,SO52912,2,528,11023,4,2
SO52912-4,2016-08-21,SO52912,4,490,11023,4,1
SO52912-1,2016-08-21,SO52912,1,537,11023,4,1
SO52913-1,2016-08-21,SO52913,1,530,27807,7,2
SO52887-3,2016-08-21,SO52887,3,482,21565,9,3
SO52887-2,2016-08-21,SO52887,2,528,21565,9,3
SO52887-1,2016-08-21,SO52887,1,537,21565,9,1
SO52920-2,2016-08-21,SO52920,2,214,20210,1,1
SO52920-1,2016-08-21,SO52920,1,371,20210,1,1
SO52907-1,2016-08-21,SO52907,1,223,28498,7,2
SO52907-2,2016-08-21,SO52907,2,474,28498,7,1
SO52924-2,2016-08-21,SO52924,2,220,19533,4,1
SO52924-1,2016-08-21,SO52924,1,389,19533,4,1
SO52904-1,2016-08-21,SO52904,1,528,16013,1,2
SO52904-2,2016-08-21,SO52904,2,215,16013,1,1
SO52904-3,2016-08-21,SO52904,3,226,16013,1,1
SO52934-1,2016-08-22,SO52934,1,490,11714,4,1
SO52944-2,2016-08-22,SO52944,2,529,16936,7,2
SO52944-1,2016-08-22,SO52944,1,539,16936,7,2
SO52944-3,2016-08-22,SO52944,3,214,16936,7,1
SO52933-3,2016-08-22,SO52933,3,223,11059,9,2
SO52933-2,2016-08-22,SO52933,2,477,11059,9,2
SO52933-1,2016-08-22,SO52933,1,479,11059,9,2
SO52933-4,2016-08-22,SO52933,4,489,11059,9,1
SO52953-1,2016-08-22,SO52953,1,223,12593,10,2
SO52938-2,2016-08-22,SO52938,2,235,21234,4,1
SO52938-1,2016-08-22,SO52938,1,474,21234,4,1
SO52945-2,2016-08-22,SO52945,2,477,19056,7,2
SO52945-3,2016-08-22,SO52945,3,484,19056,7,2
SO52945-1,2016-08-22,SO52945,1,535,19056,7,2
SO52957-2,2016-08-22,SO52957,2,220,11162,4,1
SO52957-1,2016-08-22,SO52957,1,358,11162,4,1
SO52932-2,2016-08-22,SO52932,2,480,14312,9,2
SO52932-1,2016-08-22,SO52932,1,530,14312,9,2
SO52935-1,2016-08-22,SO52935,1,539,29228,4,2
SO52941-2,2016-08-22,SO52941,2,223,18449,6,2
SO52941-1,2016-08-22,SO52941,1,485,18449,6,2
SO52936-2,2016-08-22,SO52936,2,477,21500,1,2
SO52936-1,2016-08-22,SO52936,1,478,21500,1,2
SO52936-3,2016-08-22,SO52936,3,484,21500,1,1
SO52948-1,2016-08-22,SO52948,1,538,27176,8,1
SO52951-1,2016-08-22,SO52951,1,485,13235,1,2
SO52951-2,2016-08-22,SO52951,2,220,13235,1,1
SO52937-1,2016-08-22,SO52937,1,475,19703,4,1
SO52949-3,2016-08-22,SO52949,3,223,14799,10,2
SO52949-2,2016-08-22,SO52949,2,530,14799,10,2
SO52949-4,2016-08-22,SO52949,4,232,14799,10,1
SO52949-1,2016-08-22,SO52949,1,541,14799,10,1
SO52930-1,2016-08-22,SO52930,1,381,24608,9,1
SO52960-3,2016-08-22,SO52960,3,477,21649,4,2
SO52960-2,2016-08-22,SO52960,2,479,21649,4,2
SO52960-1,2016-08-22,SO52960,1,604,21649,4,1
SO52931-1,2016-08-22,SO52931,1,484,11866,4,2
SO52961-3,2016-08-22,SO52961,3,480,21646,4,2
SO52961-2,2016-08-22,SO52961,2,538,21646,4,2
SO52961-1,2016-08-22,SO52961,1,605,21646,4,1
SO52946-2,2016-08-22,SO52946,2,223,28542,7,2
SO52946-1,2016-08-22,SO52946,1,474,28542,7,1
SO52943-2,2016-08-22,SO52943,2,226,13568,7,1
SO52943-1,2016-08-22,SO52943,1,474,13568,7,1
SO52962-1,2016-08-22,SO52962,1,584,22287,4,1
SO52954-2,2016-08-22,SO52954,2,484,14081,4,2
SO52954-1,2016-08-22,SO52954,1,373,14081,4,1
SO52952-1,2016-08-22,SO52952,1,226,12639,7,1
SO52955-1,2016-08-22,SO52955,1,373,16235,4,1
SO52958-2,2016-08-22,SO52958,2,220,28770,1,1
SO52958-1,2016-08-22,SO52958,1,585,28770,1,1
SO52947-1,2016-08-22,SO52947,1,477,24064,10,2
SO52942-1,2016-08-22,SO52942,1,528,16039,8,2
SO52959-1,2016-08-22,SO52959,1,354,11459,9,1
SO52959-2,2016-08-22,SO52959,2,480,11459,9,1
SO52956-1,2016-08-22,SO52956,1,358,11317,1,1
SO52939-1,2016-08-22,SO52939,1,477,18530,1,2
SO52939-2,2016-08-22,SO52939,2,487,18530,1,1
SO52939-3,2016-08-22,SO52939,3,490,18530,1,1
SO52950-1,2016-08-22,SO52950,1,528,11832,1,2
SO52950-3,2016-08-22,SO52950,3,214,11832,1,1
SO52950-2,2016-08-22,SO52950,2,537,11832,1,1
SO52997-2,2016-08-23,SO52997,2,535,18963,1,1
SO52997-1,2016-08-23,SO52997,1,595,18963,1,1
SO52966-1,2016-08-23,SO52966,1,362,11351,10,1
SO53001-1,2016-08-23,SO53001,1,606,21022,7,1
SO52967-2,2016-08-23,SO52967,2,477,11353,10,2
SO52967-3,2016-08-23,SO52967,3,478,11353,10,2
SO52967-1,2016-08-23,SO52967,1,362,11353,10,1
SO52968-1,2016-08-23,SO52968,1,220,11212,6,1
SO53002-2,2016-08-23,SO53002,2,214,14939,8,1
SO53002-1,2016-08-23,SO53002,1,576,14939,8,1
SO52964-4,2016-08-23,SO52964,4,223,23412,9,2
SO52964-3,2016-08-23,SO52964,3,477,23412,9,2
SO52964-2,2016-08-23,SO52964,2,479,23412,9,2
SO52964-1,2016-08-23,SO52964,1,383,23412,9,1
SO52989-1,2016-08-23,SO52989,1,529,23937,8,2
SO52989-2,2016-08-23,SO52989,2,214,23937,8,1
SO52995-3,2016-08-23,SO52995,3,462,12938,1,2
SO52995-1,2016-08-23,SO52995,1,485,12938,1,2
SO52995-2,2016-08-23,SO52995,2,220,12938,1,1
SO52984-2,2016-08-23,SO52984,2,477,12183,6,2
SO52984-1,2016-08-23,SO52984,1,478,12183,6,2
SO52984-3,2016-08-23,SO52984,3,214,12183,6,1
SO52982-2,2016-08-23,SO52982,2,528,17385,6,2
SO52982-1,2016-08-23,SO52982,1,536,17385,6,2
SO52982-3,2016-08-23,SO52982,3,215,17385,6,1
SO52970-2,2016-08-23,SO52970,2,536,18286,9,3
SO52970-1,2016-08-23,SO52970,1,528,18286,9,2
SO52970-3,2016-08-23,SO52970,3,220,18286,9,1
SO52979-2,2016-08-23,SO52979,2,529,25435,1,3
SO52979-1,2016-08-23,SO52979,1,540,25435,1,1
SO52974-1,2016-08-23,SO52974,1,223,18197,9,2
SO52996-1,2016-08-23,SO52996,1,485,12793,4,2
SO52996-2,2016-08-23,SO52996,2,214,12793,4,1
SO52996-3,2016-08-23,SO52996,3,473,12793,4,1
SO52998-5,2016-08-23,SO52998,5,466,11528,4,3
SO52998-3,2016-08-23,SO52998,3,478,11528,4,3
SO52998-4,2016-08-23,SO52998,4,477,11528,4,2
SO52998-2,2016-08-23,SO52998,2,485,11528,4,2
SO52998-1,2016-08-23,SO52998,1,354,11528,4,1
SO52991-2,2016-08-23,SO52991,2,223,22492,8,2
SO52991-1,2016-08-23,SO52991,1,477,22492,8,2
SO52991-3,2016-08-23,SO52991,3,490,22492,8,1
SO52977-2,2016-08-23,SO52977,2,530,27293,4,3
SO52977-1,2016-08-23,SO52977,1,541,27293,4,2
SO52977-3,2016-08-23,SO52977,3,487,27293,4,1
SO52969-2,2016-08-23,SO52969,2,480,11965,9,3
SO52969-1,2016-08-23,SO52969,1,535,11965,9,2
SO52986-1,2016-08-23,SO52986,1,528,17705,10,2
SO52986-2,2016-08-23,SO52986,2,535,17705,10,2
SO52992-1,2016-08-23,SO52992,1,529,27806,10,2
SO53000-2,2016-08-23,SO53000,2,474,14102,9,1
SO53000-1,2016-08-23,SO53000,1,587,14102,9,1
SO52976-1,2016-08-23,SO52976,1,529,29268,1,2
